L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/N,Term,Exercise,General Details,General Details,Signals,,Signals/ Optics,,,,,,,,,,,,,,,,,,,,,,,,,,Signal / Optics,Medic ,,,,Medic,Ammo,,Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammo,,,,,,,,,,,,,,,,,,,,,,Ammo,Ration,Ration,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport,,,,,,,,,,,,,,,,Others
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMMO COLLECTION BASE,"REMARKS
(E.g. No. of Rounds for Demonstration)",General Details,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Per Cadet,Per Group,Per Section,Per Platoon,Per Wing,Conventional Arms,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Wing,Per Section,Per Wing,Per Wing,Demolition,Per Wing,Per Wing,Per Cadet,Others,,,,"Start:
Date / Timing","End:
Date / Timing",LUV (HQ),MB290 (HQ),LUV (PLC),SOUV,5-Ton,GP Car,"Other Vehicles (Boats, Trailers, F550)",TO,Reporting Venue,Destination Venue,Parkover,Remarks,Indent ID,Military,Date/Timing,,Venue,,20 - seater,40 - seater,60 - seater,1 way / 2 way / Disposal,POC + Contact Number,Indent ID,Civilian,RPL,,,,Fast Craft,,,,Tekong,,Stores,,,,,,,,,Stores,ICCT Instructors,SOC Key,Link Bridge Key,M1 Gate Key,Others,
119,,INTER-ARMS RELAY RESERVE,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,051217 0615,051217 1100,SAFTI MI,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,051217 0615,051217 1100,-,-,-,1,-,-,-,1,CARPARK A,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
120,,INTERNSHIP,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,-,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,SAFTI MI,-,-,2,-,2-WAY,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
121,,DISTANCE INTERVAL,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
122,,IPPT,ITI Parade Square / ELISS,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"SAFTI MI (BLK 27, TWG)",1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,"SAFTI MI (BLK 27, TWG) ","SAFTI MI (BLK 27, TWG) ",-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
123,,IPPT TRAINING,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
124,,JUNIOR BAR PARADE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
125,,LEADERSHIP CHALLENGE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,1,-,-,2,SAFTI MI,SAFTI MI,Y,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
126,,LEADERSHIP FIELD CAMP,RAMBUTAN HILL,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,231217 0600,241217 1600,RAMBUTAN HILL,1,Y,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,1,1,-,-,2,SAFTI MI,RAMBUTAN HILL,Y,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
127,,LEADERSHIP FIELD CAMP RECCE,RAMBUTAN HILL,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,231217 0600,241217 1600,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,1,-,-,-,-,1,SAFTI MI,RAMBUTAN HILL,Y,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
128,,MAT / M203 LIVE FIRING,SAFTI LFA,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAT & M203 RANGE,1,Y,,,PLAD,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,1,1,3,-,-,5,SAFTI MI,SAFTI LFA,Y,-,-,Y,-,-,SAFTI MI,MAT / M203 RANGE,-,3,-,2-WAY,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
129,,MAT / M203 LIVE FIRING RECCE,SAFTI LFA,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,1,-,-,-,-,1,SAFTI MI,SAFTI LFA,Y,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
130,,MAT/M203 IGTS,IGTS,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,1,-,-,-,-,-,-,1 X CAT 1 TONNER,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,-,-,Y
131,,METABOLIC CIRCUIT,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,.,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
132,,NATIONAL DAY OBSERVANCE PARADE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-,DMCC,,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
133,,NAVY VISIT,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,,-,-,-,-,CARPARK A,SAFTI MI,-,-,-,,-,-,SAFTI MI,CHANGI NAVAL BASE,-,11,-,DISPOSAL / ONE-WAY,-,-,Y,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
134,,PHYSICAL TRAINING,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
135,,PLATOON ASSAULT COURSE,SAFTI 100M RANGE,,,,0,0,0,0,1,0,0,0,10,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y,,,SAFTI MI,1,Y,,,PLAD,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,-,,,,-,-,1,1,1,-,-,3,SAFTI MI,SAFTI 100M / SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
136,,PLATOON ASSAULT COURSE FAM,SAFTI 100M RANGE,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,1,-,-,-,1,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,Y,Y,-,Y
137,,PLATOON HARBOURING DRILL,-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-,-,-,DMCC,,-,-,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
138,,PT EXCELLENCE,-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,2,-,-,-,2,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
139,,PT EXCELLENCE (RESERVE),-,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SAFTI MI,1,Y,,,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,,,-,-,-,2,-,-,-,2,SAFTI MI,SAFTI MI,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,Y,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
140,,PTCO DAY 1 (LECTURE),-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,071217 0800,071217 1800,-,DMCC,,071217 0600,071217 2359,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,071217 1700,081217 0600,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
141,,PTCO DAY 2 (JUDGMENTAL VIDEO TRAINING),IGTS,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,071217 0800,071217 1800,-,DMCC,,071217 0600,071217 2359,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,071217 1700,081217 0600,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,Y,-,-,Y
142,,PTCO DAY 3 (WINGLINE TRAINING),-,,-,-,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,071217 0800,071217 1800,-,DMCC,,071217 0600,071217 2359,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,-,,071217 1700,081217 0600,-,-,-,-,-,-,-,-,SAFTI MI,SAFTI MI,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
143,,EX.RELENTLESS,TEKONG,,,,0,30,30,0,6,0,0,0,0,12,Y,0,0,0,0,0,0,0,0,20,0,0,0,0,0,Y,Y,,,PULAU TEKONG,4,Y,,,TEKONG,0,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,Y,Y,Y,,,-,-,-,-,-,3,4,4,"SAFTI MI (BLK 27, TWG) ",PULAU TEKONG,"PARKOVER 4 X 5T ON 010526
 (2 @ TWG, 1 @ CWG, 1 @ DWG)","DRAW LUV FROM TEKONG
 SOUV AND 5T FROM PLC NODE",-,Y,-,-,"SAFTI MI (BLK 27, TWG) ",SFT,-,-,-,2-WAY,-,-,Y,-,-,-,"4x OUV, 5x 5Ton
1x 5Ton + Boat Trailer",-,-,-,-,Y,Y,-,-,-,-,-,-,-,-,Y,Y,-,-,Y,-,-,Y
